App,Rssi,UUID,Model,Record_Type,DownloadTimeStamp,UTC_TimeStamp,Local_TimeStamp,Unix_Time,Sample,Metric,Battery,ChargeRemaining,Temperature,Humidity,Scaled_Weight,Weight_Scale_Factor,Weight,w1,WeightLRaw,w3,WeightRRaw,w2,w4
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/19/2024 3:17 AM,10/18/2024 11:17 PM,1729307849,43,false,,100,67.44,51,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/19/2024 4:17 AM,10/19/2024 12:17 AM,1729311449,44,false,90,,67.2,51,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/19/2024 5:17 AM,10/19/2024 1:17 AM,1729315049,45,false,,100,67.51,51,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/19/2024 6:17 AM,10/19/2024 2:17 AM,1729318649,46,false,91,,67.98,52,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/19/2024 7:17 AM,10/19/2024 3:17 AM,1729322249,47,false,,100,68.39,52,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/19/2024 8:17 AM,10/19/2024 4:17 AM,1729325849,48,false,90,,68.54,52,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/19/2024 9:17 AM,10/19/2024 5:17 AM,1729329449,49,false,,100,68.46,52,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/19/2024 10:17 AM,10/19/2024 6:17 AM,1729333049,50,false,90,,68.46,52,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/19/2024 11:17 AM,10/19/2024 7:17 AM,1729336649,51,false,,100,68.52,52,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/19/2024 12:17 PM,10/19/2024 8:17 AM,1729340249,52,false,90,,68.45,52,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/19/2024 1:17 PM,10/19/2024 9:17 AM,1729343849,53,false,,100,68.19,52,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/19/2024 2:17 PM,10/19/2024 10:17 AM,1729347449,54,false,89,,68.12,52,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/19/2024 3:17 PM,10/19/2024 11:17 AM,1729351049,55,false,,100,68.03,52,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/19/2024 4:17 PM,10/19/2024 12:17 PM,1729354649,56,false,89,,67.98,52,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/19/2024 5:17 PM,10/19/2024 1:17 PM,1729358249,57,false,,100,67.96,52,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/19/2024 6:17 PM,10/19/2024 2:17 PM,1729361849,58,false,88,,67.91,52,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/19/2024 7:17 PM,10/19/2024 3:17 PM,1729365449,59,false,,100,67.83,52,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/19/2024 8:17 PM,10/19/2024 4:17 PM,1729369049,60,false,88,,67.73,52,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/19/2024 9:17 PM,10/19/2024 5:17 PM,1729372649,61,false,,100,67.71,52,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/19/2024 10:17 PM,10/19/2024 6:17 PM,1729376249,62,false,87,,67.58,52,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/19/2024 11:17 PM,10/19/2024 7:17 PM,1729379849,63,false,,100,67.51,52,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/20/2024 12:17 AM,10/19/2024 8:17 PM,1729383449,64,false,87,,67.38,52,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/20/2024 1:17 AM,10/19/2024 9:17 PM,1729387049,65,false,,100,67.56,52,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/20/2024 2:17 AM,10/19/2024 10:17 PM,1729390649,66,false,87,,67.71,52,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/20/2024 3:17 AM,10/19/2024 11:17 PM,1729394249,67,false,,100,67.8,52,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/20/2024 4:17 AM,10/20/2024 12:17 AM,1729397849,68,false,87,,67.98,52,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/20/2024 5:17 AM,10/20/2024 1:17 AM,1729401449,69,false,,100,67.98,52,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/20/2024 6:17 AM,10/20/2024 2:17 AM,1729405049,70,false,87,,68.09,52,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/20/2024 7:17 AM,10/20/2024 3:17 AM,1729408649,71,false,,100,68.07,52,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/20/2024 8:17 AM,10/20/2024 4:17 AM,1729412249,72,false,86,,68.16,52,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/20/2024 9:17 AM,10/20/2024 5:17 AM,1729415849,73,false,,100,68.25,52,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/20/2024 10:17 AM,10/20/2024 6:17 AM,1729419449,74,false,86,,68.28,52,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/20/2024 11:17 AM,10/20/2024 7:17 AM,1729423049,75,false,,100,68.32,52,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/20/2024 12:17 PM,10/20/2024 8:17 AM,1729426649,76,false,86,,68.12,53,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/20/2024 1:17 PM,10/20/2024 9:17 AM,1729430249,77,false,,100,67.91,53,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/20/2024 2:17 PM,10/20/2024 10:17 AM,1729433849,78,false,86,,67.78,52,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/20/2024 3:17 PM,10/20/2024 11:17 AM,1729437449,79,false,,100,67.71,52,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/20/2024 4:17 PM,10/20/2024 12:17 PM,1729441049,80,false,85,,67.69,52,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/20/2024 5:17 PM,10/20/2024 1:17 PM,1729444649,81,false,,100,67.83,52,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/20/2024 6:17 PM,10/20/2024 2:17 PM,1729448249,82,false,85,,67.8,52,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/20/2024 7:17 PM,10/20/2024 3:17 PM,1729451849,83,false,,100,67.73,52,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/20/2024 8:17 PM,10/20/2024 4:17 PM,1729455449,84,false,85,,67.71,52,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/20/2024 9:17 PM,10/20/2024 5:17 PM,1729459049,85,false,,100,67.53,52,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/20/2024 10:17 PM,10/20/2024 6:17 PM,1729462649,86,false,84,,67.53,52,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/20/2024 11:17 PM,10/20/2024 7:17 PM,1729466249,87,false,,100,67.45,52,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/21/2024 12:17 AM,10/20/2024 8:17 PM,1729469849,88,false,84,,67.51,51,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/21/2024 1:17 AM,10/20/2024 9:17 PM,1729473449,89,false,,100,67.45,51,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/21/2024 2:17 AM,10/20/2024 10:17 PM,1729477049,90,false,84,,67.47,51,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/21/2024 3:17 AM,10/20/2024 11:17 PM,1729480649,91,false,,100,67.64,51,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/21/2024 4:17 AM,10/21/2024 12:17 AM,1729484249,92,false,84,,67.73,52,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/21/2024 5:17 AM,10/21/2024 1:17 AM,1729487849,93,false,,100,67.85,52,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/21/2024 6:17 AM,10/21/2024 2:17 AM,1729491449,94,false,84,,68.01,52,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/21/2024 7:17 AM,10/21/2024 3:17 AM,1729495049,95,false,,100,67.96,52,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/21/2024 8:17 AM,10/21/2024 4:17 AM,1729498649,96,false,84,,68.12,52,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/21/2024 9:17 AM,10/21/2024 5:17 AM,1729502249,97,false,,100,68.16,52,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/21/2024 10:17 AM,10/21/2024 6:17 AM,1729505849,98,false,84,,68.01,52,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/21/2024 11:17 AM,10/21/2024 7:17 AM,1729509449,99,false,,100,68.41,52,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/21/2024 12:17 PM,10/21/2024 8:17 AM,1729513049,100,false,84,,69.13,51,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/21/2024 1:17 PM,10/21/2024 9:17 AM,1729516649,101,false,,100,66.12,51,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/21/2024 2:17 PM,10/21/2024 10:17 AM,1729520249,102,false,84,,68.77,52,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/21/2024 3:17 PM,10/21/2024 11:17 AM,1729523849,103,false,,100,79.62,34,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/21/2024 4:17 PM,10/21/2024 12:17 PM,1729527449,104,false,87,,75.95,37,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/21/2024 5:17 PM,10/21/2024 1:17 PM,1729531049,105,false,,100,74.03,39,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/21/2024 6:17 PM,10/21/2024 2:17 PM,1729534649,106,false,86,,73.27,40,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/21/2024 7:17 PM,10/21/2024 3:17 PM,1729538249,107,false,,100,72.82,42,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/21/2024 8:17 PM,10/21/2024 4:17 PM,1729541849,108,false,86,,72.46,43,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/21/2024 9:17 PM,10/21/2024 5:17 PM,1729545449,109,false,,100,71.63,44,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/21/2024 10:17 PM,10/21/2024 6:17 PM,1729549049,110,false,85,,70.88,44,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/21/2024 11:17 PM,10/21/2024 7:17 PM,1729552649,111,false,,100,70.59,43,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/22/2024 12:17 AM,10/21/2024 8:17 PM,1729556249,112,false,84,,69.72,43,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/22/2024 1:17 AM,10/21/2024 9:17 PM,1729559849,113,false,,100,69.81,43,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/22/2024 2:17 AM,10/21/2024 10:17 PM,1729563449,114,false,84,,69.4,43,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/22/2024 3:17 AM,10/21/2024 11:17 PM,1729567049,115,false,,100,69.47,42,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/22/2024 4:17 AM,10/22/2024 12:17 AM,1729570649,116,false,85,,70.57,40,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/22/2024 5:17 AM,10/22/2024 1:17 AM,1729574249,117,false,,100,70.66,39,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/22/2024 6:17 AM,10/22/2024 2:17 AM,1729577849,118,false,85,,71.15,38,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/22/2024 7:17 AM,10/22/2024 3:17 AM,1729581449,119,false,,100,71.69,38,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/22/2024 8:17 AM,10/22/2024 4:17 AM,1729585049,120,false,85,,72.03,39,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/22/2024 9:17 AM,10/22/2024 5:17 AM,1729588649,121,false,,100,71.78,40,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/22/2024 10:17 AM,10/22/2024 6:17 AM,1729592249,122,false,85,,71.76,40,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/22/2024 11:17 AM,10/22/2024 7:17 AM,1729595849,123,false,,100,72.51,40,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/22/2024 12:17 PM,10/22/2024 8:17 AM,1729599449,124,false,86,,74.53,39,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/22/2024 1:17 PM,10/22/2024 9:17 AM,1729603049,125,false,,100,77.14,37,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/22/2024 2:17 PM,10/22/2024 10:17 AM,1729606649,126,false,87,,77.88,37,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/22/2024 3:17 PM,10/22/2024 11:17 AM,1729610249,127,false,,100,74.69,39,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/22/2024 4:17 PM,10/22/2024 12:17 PM,1729613849,128,false,87,,77.14,37,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/22/2024 5:17 PM,10/22/2024 1:17 PM,1729617449,129,false,,100,74.58,40,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/22/2024 6:17 PM,10/22/2024 2:17 PM,1729621049,130,false,86,,73.68,40,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/22/2024 7:17 PM,10/22/2024 3:17 PM,1729624649,131,false,,100,73.09,41,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/22/2024 8:17 PM,10/22/2024 4:17 PM,1729628249,132,false,85,,72.59,41,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/22/2024 9:17 PM,10/22/2024 5:17 PM,1729631849,133,false,,100,71.65,41,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/22/2024 10:17 PM,10/22/2024 6:17 PM,1729635449,134,false,84,,70.84,42,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/22/2024 11:17 PM,10/22/2024 7:17 PM,1729639049,135,false,,100,70.34,43,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/23/2024 12:17 AM,10/22/2024 8:17 PM,1729642649,136,false,84,,69.83,44,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/23/2024 1:17 AM,10/22/2024 9:17 PM,1729646249,137,false,,100,70.57,44,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/23/2024 2:17 AM,10/22/2024 10:17 PM,1729649849,138,false,84,,71.13,42,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/23/2024 3:17 AM,10/22/2024 11:17 PM,1729653449,139,false,,100,71.45,41,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/23/2024 4:17 AM,10/23/2024 12:17 AM,1729657049,140,false,84,,71.52,41,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/23/2024 5:17 AM,10/23/2024 1:17 AM,1729660649,141,false,,100,71.52,42,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/23/2024 6:17 AM,10/23/2024 2:17 AM,1729664249,142,false,84,,71.54,43,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/23/2024 7:17 AM,10/23/2024 3:17 AM,1729667849,143,false,,100,71.65,44,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/23/2024 8:17 AM,10/23/2024 4:17 AM,1729671449,144,false,84,,70.75,44,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/23/2024 9:17 AM,10/23/2024 5:17 AM,1729675049,145,false,,100,69.25,46,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/23/2024 10:17 AM,10/23/2024 6:17 AM,1729678649,146,false,83,,68.27,47,,,,,,,,,
