App,Rssi,UUID,Model,Record_Type,DownloadTimeStamp,UTC_TimeStamp,Local_TimeStamp,Unix_Time,Sample,Metric,Battery,ChargeRemaining,Temperature,Humidity,Scaled_Weight,Weight_Scale_Factor,Weight,w1,WeightLRaw,w3,WeightRRaw,w2,w4
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/19/2024 2:17 AM,10/18/2024 10:17 PM,1729304264,43,false,,100,67.29,51,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/19/2024 3:17 AM,10/18/2024 11:17 PM,1729307864,44,false,90,,67.17,51,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/19/2024 4:17 AM,10/19/2024 12:17 AM,1729311464,45,false,,100,67.47,51,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/19/2024 5:17 AM,10/19/2024 1:17 AM,1729315064,46,false,90,,67.85,52,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/19/2024 6:17 AM,10/19/2024 2:17 AM,1729318664,47,false,,100,68.28,52,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/19/2024 7:17 AM,10/19/2024 3:17 AM,1729322264,48,false,90,,68.43,52,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/19/2024 8:17 AM,10/19/2024 4:17 AM,1729325864,49,false,,100,68.41,52,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/19/2024 9:17 AM,10/19/2024 5:17 AM,1729329464,50,false,90,,68.36,52,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/19/2024 10:17 AM,10/19/2024 6:17 AM,1729333064,51,false,,100,68.46,52,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/19/2024 11:17 AM,10/19/2024 7:17 AM,1729336664,52,false,89,,68.39,52,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/19/2024 12:17 PM,10/19/2024 8:17 AM,1729340264,53,false,,100,68.16,52,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/19/2024 1:17 PM,10/19/2024 9:17 AM,1729343864,54,false,89,,68.07,52,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/19/2024 2:17 PM,10/19/2024 10:17 AM,1729347464,55,false,,100,67.96,52,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/19/2024 3:17 PM,10/19/2024 11:17 AM,1729351064,56,false,89,,68,52,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/19/2024 4:17 PM,10/19/2024 12:17 PM,1729354664,57,false,,100,67.87,52,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/19/2024 5:17 PM,10/19/2024 1:17 PM,1729358264,58,false,88,,67.85,52,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/19/2024 6:17 PM,10/19/2024 2:17 PM,1729361864,59,false,,100,67.76,52,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/19/2024 7:17 PM,10/19/2024 3:17 PM,1729365464,60,false,88,,67.76,52,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/19/2024 8:17 PM,10/19/2024 4:17 PM,1729369064,61,false,,100,67.64,52,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/19/2024 9:17 PM,10/19/2024 5:17 PM,1729372664,62,false,87,,67.53,52,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/19/2024 10:17 PM,10/19/2024 6:17 PM,1729376264,63,false,,100,67.42,52,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/19/2024 11:17 PM,10/19/2024 7:17 PM,1729379864,64,false,87,,67.35,52,,,,,,,,,
